"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 20, 2019","0.02249","0.02172","0.02346","0.02146","48.85M","3.57%"
"Dec 19, 2019","0.02172","0.02100","0.02184","0.02032","35.93M","3.40%"
"Dec 18, 2019","0.02100","0.02026","0.02133","0.01959","38.54M","3.69%"
"Dec 17, 2019","0.02026","0.02224","0.02242","0.02007","44.98M","-8.91%"
"Dec 16, 2019","0.02224","0.02327","0.02376","0.02214","33.29M","-4.44%"
"Dec 15, 2019","0.02327","0.02313","0.02355","0.02282","24.92M","0.61%"
"Dec 14, 2019","0.02313","0.02337","0.02398","0.02294","36.00M","-1.01%"
"Dec 13, 2019","0.02336","0.02308","0.02344","0.02273","26.93M","1.23%"
"Dec 12, 2019","0.02308","0.02364","0.02369","0.02269","35.78M","-2.37%"
"Dec 11, 2019","0.02364","0.02331","0.02379","0.02318","32.40M","1.54%"
"Dec 10, 2019","0.02328","0.02461","0.02472","0.02324","30.13M","-5.38%"
"Dec 09, 2019","0.02461","0.02468","0.02529","0.02437","35.07M","-0.28%"
"Dec 08, 2019","0.02468","0.02455","0.02502","0.02433","48.73M","0.50%"
"Dec 07, 2019","0.02455","0.02423","0.02525","0.02410","41.29M","1.33%"
"Dec 06, 2019","0.02423","0.02376","0.02440","0.02333","28.73M","1.97%"
"Dec 05, 2019","0.02376","0.02451","0.02451","0.02324","45.57M","-3.06%"
"Dec 04, 2019","0.02451","0.02500","0.02602","0.02417","38.80M","-1.96%"
"Dec 03, 2019","0.02500","0.02529","0.02573","0.02472","29.00M","-1.13%"
"Dec 02, 2019","0.02529","0.02585","0.02608","0.02495","22.23M","-2.16%"
"Dec 01, 2019","0.02585","0.02983","0.02994","0.02547","37.21M","-13.34%"
"Nov 30, 2019","0.02983","0.02508","0.03106","0.02466","33.33M","18.94%"
"Nov 29, 2019","0.02508","0.02373","0.02571","0.02358","24.05M","5.69%"
"Nov 28, 2019","0.02373","0.02340","0.02429","0.02301","25.89M","1.39%"
"Nov 27, 2019","0.02340","0.02320","0.02365","0.02168","25.84M","0.85%"
"Nov 26, 2019","0.02320","0.02228","0.02320","0.02208","23.22M","4.18%"
"Nov 25, 2019","0.02227","0.02225","0.02279","0.02027","30.62M","0.11%"
"Nov 24, 2019","0.02225","0.02417","0.02423","0.02214","53.06M","-7.96%"
"Nov 23, 2019","0.02417","0.02307","0.02433","0.02250","47.31M","4.78%"
"Nov 22, 2019","0.02307","0.02618","0.02671","0.02286","46.60M","-11.90%"
"Nov 21, 2019","0.02618","0.02769","0.02833","0.02592","45.95M","-5.44%"
"Nov 20, 2019","0.02769","0.02784","0.02831","0.02753","37.23M","-0.86%"
"Nov 19, 2019","0.02793","0.02863","0.02884","0.02702","42.27M","-2.43%"
"Nov 18, 2019","0.02863","0.03057","0.03082","0.02846","42.46M","-6.40%"
"Nov 17, 2019","0.03058","0.03046","0.03120","0.03027","39.97M","0.39%"
"Nov 16, 2019","0.03046","0.03028","0.03073","0.02998","36.31M","0.59%"
"Nov 15, 2019","0.03028","0.03136","0.03159","0.03019","45.03M","-3.44%"
"Nov 14, 2019","0.03136","0.03174","0.03188","0.03106","45.74M","-1.19%"
"Nov 13, 2019","0.03174","0.03202","0.03202","0.03111","37.87M","-0.86%"
